,protein,layer,value
1428,NET,III,
1429,DBH,IVa,
1430,NET,IVa,
1431,DBH,IVb,
1432,NET,IVb,
1433,DBH,IVc,
1434,NET,IVc,
1435,DBH,IVc,
1436,NET,IVc,
1437,DBH,V,
1438,NET,V,
1439,DBH,VI,
1440,NET,VI,
1441,DBH,I,
1442,NET,I,
1443,DBH,II,
1444,NET,II,
1445,DBH,III,
1446,NET,III,
1447,DBH,IVa,
1448,NET,IVa,
1449,DBH,IVb,
1450,NET,IVb,
1451,DBH,IVc,
1452,NET,IVc,
1453,DBH,IVc,
1454,NET,IVc,
1455,DBH,V,
1456,NET,V,
1457,DBH,VI,
1458,NET,VI,
1459,DBH,I,
1460,NET,I,
1461,DBH,II,
1462,NET,II,
1463,DBH,III,
1464,NET,III,
1465,DBH,IVa,
1466,NET,IVa,
1467,DBH,IVb,
1468,NET,IVb,
1469,DBH,IVc,
1470,NET,IVc,
1471,DBH,IVc,
1472,NET,IVc,
1473,DBH,V,
1474,NET,V,
1475,DBH,VI,
1476,NET,VI,
1477,DBH,I,
1478,NET,I,
1479,DBH,II,
1480,NET,II,
1481,DBH,III,
1482,NET,III,
1483,DBH,IVa,
1484,NET,IVa,
1485,DBH,IVb,
1486,NET,IVb,
1487,DBH,IVc,
1488,NET,IVc,
1489,DBH,IVc,
1490,NET,IVc,
1491,DBH,V,
1492,NET,V,
1493,DBH,VI,
1494,NET,VI,
1495,DBH,I,
1496,NET,I,
1497,DBH,II,
1498,NET,II,
1499,DBH,III,
1500,NET,III,
1501,DBH,IVa,
1502,NET,IVa,
1503,DBH,IVb,
1504,NET,IVb,
1505,DBH,IVc,
1506,NET,IVc,
1507,DBH,IVc,
1508,NET,IVc,
1509,DBH,V,
1510,NET,V,
1511,DBH,VI,
1512,NET,VI,
1513,DBH,I,
1514,NET,I,
1515,DBH,II,
1516,NET,II,
1517,DBH,III,
1518,NET,III,
1519,DBH,IVa,
1520,NET,IVa,
1521,DBH,IVb,
1522,NET,IVb,
1523,DBH,IVc,
1524,NET,IVc,
1525,DBH,IVc,
1526,NET,IVc,
1527,DBH,V,
1528,NET,V,
1529,DBH,VI,
1530,NET,VI,
1531,DBH,I,
1532,NET,I,
1533,DBH,II,
1534,NET,II,
1535,DBH,III,
1536,NET,III,
1537,DBH,IVa,
1538,NET,IVa,
1539,DBH,IVb,
1540,NET,IVb,
1541,DBH,IVc,
1542,NET,IVc,
1543,DBH,IVc,
1544,NET,IVc,
1545,DBH,V,
1546,NET,V,
1547,DBH,VI,
1548,NET,VI,
1549,DBH,I,
1550,NET,I,
1551,DBH,II,
1552,NET,II,
1553,DBH,III,
1554,NET,III,
1555,DBH,IVa,
1556,NET,IVa,
1557,DBH,IVb,
1558,NET,IVb,
1559,DBH,IVc,
1560,NET,IVc,
1561,DBH,IVc,
1562,NET,IVc,
1563,DBH,V,
1564,NET,V,
1565,DBH,VI,
1566,NET,VI,
1567,DBH,I,
1568,NET,I,
1569,DBH,II,
1570,NET,II,
1571,DBH,III,
1572,NET,III,
1573,DBH,IVa,
1574,NET,IVa,
1575,DBH,IVb,
1576,NET,IVb,
1577,DBH,IVc,
1578,NET,IVc,
1579,DBH,IVc,
1580,NET,IVc,
1581,DBH,V,
1582,NET,V,
1583,DBH,VI,
1584,NET,VI,
1585,DBH,I,
1586,NET,I,
1587,DBH,II,
1588,NET,II,
1589,DBH,III,
1590,NET,III,
1591,DBH,IVa,
1592,NET,IVa,
1593,DBH,IVb,
1594,NET,IVb,
1595,DBH,IVc,
1596,NET,IVc,
1597,DBH,IVc,
1598,NET,IVc,
1599,DBH,V,
1600,NET,V,
1601,DBH,VI,
1602,NET,VI,
1603,DBH,I,
1604,NET,I,
1605,DBH,II,
1606,NET,II,
1607,DBH,III,
1608,NET,III,
1609,DBH,IVa,
1610,NET,IVa,
1611,DBH,IVb,
1612,NET,IVb,
1613,DBH,IVc,
1614,NET,IVc,
1615,DBH,IVc,
1616,NET,IVc,
1617,DBH,V,
1618,NET,V,
1619,DBH,VI,
1620,NET,VI,
1621,DBH,I,
1622,NET,I,
1623,DBH,II,
1624,NET,II,
1625,DBH,III,
1626,NET,III,
1627,DBH,IVa,
1628,NET,IVa,
1629,DBH,IVb,
1630,NET,IVb,
1631,DBH,IVc,
1632,NET,IVc,
1633,DBH,IVc,
1634,NET,IVc,
1635,DBH,V,
1636,NET,V,
1637,DBH,VI,
1638,NET,VI,
1639,DBH,I,
1640,NET,I,
1641,DBH,II,
1642,NET,II,
1643,DBH,III,
1644,NET,III,
1645,DBH,IVa,
1646,NET,IVa,
1647,DBH,IVb,
1648,NET,IVb,
1649,DBH,IVc,
1650,NET,IVc,
1651,DBH,IVc,
1652,NET,IVc,
1653,DBH,V,
1654,NET,V,
1655,DBH,VI,
1656,NET,VI,
1657,DBH,I,
1658,NET,I,
1659,DBH,II,
1660,NET,II,
1661,DBH,III,
1662,NET,III,
1663,DBH,IVa,
1664,NET,IVa,
1665,DBH,IVb,
1666,NET,IVb,
1667,DBH,IVc,
1668,NET,IVc,
1669,DBH,IVc,
1670,NET,IVc,
1671,DBH,V,
1672,NET,V,
1673,DBH,VI,
1674,NET,VI,
1675,DBH,I,
1676,NET,I,
1677,DBH,II,
1678,NET,II,
1679,DBH,III,
1680,NET,III,
1681,DBH,IVa,
1682,NET,IVa,
1683,DBH,IVb,
1684,NET,IVb,
1685,DBH,IVc,
1686,NET,IVc,
1687,DBH,IVc,
1688,NET,IVc,
1689,DBH,V,
1690,NET,V,
1691,DBH,VI,
1692,NET,VI,
1693,DBH,I,
1694,NET,I,
1695,DBH,II,
1696,NET,II,
1697,DBH,III,
1698,NET,III,
1699,DBH,IVa,
1700,NET,IVa,
1701,DBH,IVb,
1702,NET,IVb,
1703,DBH,IVc,
1704,NET,IVc,
1705,DBH,IVc,
1706,NET,IVc,
1707,DBH,V,
1708,NET,V,
1709,DBH,VI,
1710,NET,VI,
1711,DBH,I,
1712,NET,I,
1713,DBH,II,
1714,NET,II,
1715,DBH,III,
1716,NET,III,
1717,DBH,IVa,
1718,NET,IVa,
1719,DBH,IVb,
1720,NET,IVb,
1721,DBH,IVc,
1722,NET,IVc,
1723,DBH,IVc,
1724,NET,IVc,
1725,DBH,V,
1726,NET,V,
1727,DBH,VI,
1728,NET,VI,
1729,DBH,I,
1730,NET,I,
1731,DBH,II,
1732,NET,II,
1733,DBH,III,
1734,NET,III,
1735,DBH,IVa,
1736,NET,IVa,
1737,DBH,IVb,
1738,NET,IVb,
1739,DBH,IVc,
1740,NET,IVc,
1741,DBH,IVc,
1742,NET,IVc,
1743,DBH,V,
1744,NET,V,
1745,DBH,VI,
1746,NET,VI,
1747,DBH,I,
1748,NET,I,
1749,DBH,II,
1750,NET,II,
1751,DBH,III,
1752,NET,III,
1753,DBH,IVa,
1754,NET,IVa,
1755,DBH,IVb,
1756,NET,IVb,
1757,DBH,IVc,
1758,NET,IVc,
1759,DBH,IVc,
1760,NET,IVc,
1761,DBH,V,
1762,NET,V,
1763,DBH,VI,
1764,NET,VI,
1765,DBH,I,
1766,NET,I,
1767,DBH,II,
1768,NET,II,
1769,DBH,III,
1770,NET,III,
1771,DBH,IVa,
1772,NET,IVa,
1773,DBH,IVb,
1774,NET,IVb,
1775,DBH,IVc,
1776,NET,IVc,
1777,DBH,IVc,
1778,NET,IVc,
1779,DBH,V,
1780,NET,V,
1781,DBH,VI,
1782,NET,VI,
1783,DBH,I,
1784,NET,I,
1785,DBH,II,
1786,NET,II,
1787,DBH,III,
1788,NET,III,
1789,DBH,IVa,
1790,NET,IVa,
1791,DBH,IVb,
1792,NET,IVb,
1793,DBH,IVc,
1794,NET,IVc,
1795,DBH,IVc,
1796,NET,IVc,
1797,DBH,V,
1798,NET,V,
1799,DBH,VI,
1800,NET,VI,
1801,DBH,I,
1802,NET,I,
1803,DBH,II,
1804,NET,II,
1805,DBH,III,
1806,NET,III,
1807,DBH,IVa,
1808,NET,IVa,
1809,DBH,IVb,
1810,NET,IVb,
1811,DBH,IVc,
1812,NET,IVc,
1813,DBH,IVc,
1814,NET,IVc,
1815,DBH,V,
1816,NET,V,
1817,DBH,VI,
1818,NET,VI,
1819,DBH,I,
1820,NET,I,
1821,DBH,II,
1822,NET,II,
1823,DBH,III,
1824,NET,III,
1825,DBH,IVa,
1826,NET,IVa,
1827,DBH,IVb,
1828,NET,IVb,
1829,DBH,IVc,
1830,NET,IVc,
1831,DBH,IVc,
1832,NET,IVc,
1833,DBH,V,
1834,NET,V,
1835,DBH,VI,
1836,NET,VI,
1837,DBH,I,
1838,NET,I,
1839,DBH,II,
1840,NET,II,
1841,DBH,III,
1842,NET,III,
1843,DBH,IVa,
1844,NET,IVa,
1845,DBH,IVb,
1846,NET,IVb,
1847,DBH,IVc,
1848,NET,IVc,
1849,DBH,IVc,
1850,NET,IVc,
1851,DBH,V,
1852,NET,V,
1853,DBH,VI,
1854,NET,VI,
1855,DBH,I,
1856,NET,I,
1857,DBH,II,
1858,NET,II,
1859,DBH,III,
1860,NET,III,
1861,DBH,IVa,
1862,NET,IVa,
1863,DBH,IVb,
1864,NET,IVb,
1865,DBH,IVc,
1866,NET,IVc,
1867,DBH,IVc,
1868,NET,IVc,
1869,DBH,V,
1870,NET,V,
1871,DBH,VI,
1872,NET,VI,
1873,DBH,I,
1874,NET,I,
1875,DBH,II,
1876,NET,II,
1877,DBH,III,
1878,NET,III,
1879,DBH,IVa,
1880,NET,IVa,
1881,DBH,IVb,
1882,NET,IVb,
1883,DBH,IVc,
1884,NET,IVc,
1885,DBH,IVc,
1886,NET,IVc,
1887,DBH,V,
1888,NET,V,
1889,DBH,VI,
1890,NET,VI,
1891,DBH,I,
1892,NET,I,
1893,DBH,II,
1894,NET,II,
1895,DBH,III,
1896,NET,III,
1897,DBH,IVa,
1898,NET,IVa,
1899,DBH,IVb,
1900,NET,IVb,
1901,DBH,IVc,
1902,NET,IVc,
1903,DBH,IVc,
1904,NET,IVc,
1905,DBH,V,
1906,NET,V,
1907,DBH,VI,
1908,NET,VI,
1909,DBH,I,
1910,NET,I,
1911,DBH,II,
1912,NET,II,
1913,DBH,III,
1914,NET,III,
1915,DBH,IVa,
1916,NET,IVa,
1917,DBH,IVb,
1918,NET,IVb,
1919,DBH,IVc,
1920,NET,IVc,
1921,DBH,IVc,
1922,NET,IVc,
1923,DBH,V,
1924,NET,V,
1925,DBH,VI,
1926,NET,VI,
1927,DBH,I,
1928,NET,I,
1929,DBH,II,
1930,NET,II,
1931,DBH,III,
1932,NET,III,
1933,DBH,IVa,
1934,NET,IVa,
1935,DBH,IVb,
1936,NET,IVb,
1937,DBH,IVc,
1938,NET,IVc,
1939,DBH,IVc,
1940,NET,IVc,
1941,DBH,V,
1942,NET,V,
1943,DBH,VI,
1944,NET,VI,
1945,DBH,I,
1946,NET,I,
1947,DBH,II,
1948,NET,II,
1949,DBH,III,
1950,NET,III,
1951,DBH,IVa,
1952,NET,IVa,
1953,DBH,IVb,
1954,NET,IVb,
1955,DBH,IVc,
1956,NET,IVc,
1957,DBH,IVc,
1958,NET,IVc,
1959,DBH,V,
1960,NET,V,
1961,DBH,VI,
1962,NET,VI,
1963,DBH,I,
1964,NET,I,
1965,DBH,II,
1966,NET,II,
1967,DBH,III,
1968,NET,III,
1969,DBH,IVa,
1970,NET,IVa,
1971,DBH,IVb,
1972,NET,IVb,
1973,DBH,IVc,
1974,NET,IVc,
1975,DBH,IVc,
1976,NET,IVc,
1977,DBH,V,
1978,NET,V,
1979,DBH,VI,
1980,NET,VI,
1981,DBH,I,
1982,NET,I,
1983,DBH,II,
1984,NET,II,
1985,DBH,III,
1986,NET,III,
1987,DBH,IVa,
1988,NET,IVa,
1989,DBH,IVb,
1990,NET,IVb,
1991,DBH,IVc,
1992,NET,IVc,
1993,DBH,IVc,
1994,NET,IVc,
1995,DBH,V,
1996,NET,V,
1997,DBH,VI,
1998,NET,VI,
1999,DBH,I,
2000,NET,I,
2001,DBH,II,
2002,NET,II,
2003,DBH,III,
2004,NET,III,
2005,DBH,IVa,
2006,NET,IVa,
2007,DBH,IVb,
2008,NET,IVb,
2009,DBH,IVc,
2010,NET,IVc,
2011,DBH,IVc,
2012,NET,IVc,
2013,DBH,V,
2014,NET,V,
2015,DBH,VI,
2016,NET,VI,
2017,DBH,I,
2018,NET,I,
2019,DBH,II,
2020,NET,II,
2021,DBH,III,
2022,NET,III,
2023,DBH,IVa,
2024,NET,IVa,
2025,DBH,IVb,
2026,NET,IVb,
2027,DBH,IVc,
2028,NET,IVc,
2029,DBH,IVc,
2030,NET,IVc,
2031,DBH,V,
2032,NET,V,
2033,DBH,VI,
2034,NET,VI,
2035,DBH,I,
2036,NET,I,
2037,DBH,II,
2038,NET,II,
2039,DBH,III,
2040,NET,III,
2041,DBH,IVa,
2042,NET,IVa,
2043,DBH,IVb,
2044,NET,IVb,
2045,DBH,IVc,
2046,NET,IVc,
2047,DBH,IVc,
2048,NET,IVc,
2049,DBH,V,
2050,NET,V,
2051,DBH,VI,
2052,NET,VI,
2053,DBH,I,
2054,NET,I,
2055,DBH,II,
2056,NET,II,
2057,DBH,III,
2058,NET,III,
2059,DBH,IVa,
2060,NET,IVa,
2061,DBH,IVb,
2062,NET,IVb,
2063,DBH,IVc,
2064,NET,IVc,
2065,DBH,IVc,
2066,NET,IVc,
2067,DBH,V,
2068,NET,V,
2069,DBH,VI,
2070,NET,VI,
2071,DBH,I,
2072,NET,I,
2073,DBH,II,
2074,NET,II,
2075,DBH,III,
2076,NET,III,
2077,DBH,IVa,
2078,NET,IVa,
2079,DBH,IVb,
2080,NET,IVb,
2081,DBH,IVc,
2082,NET,IVc,
2083,DBH,IVc,
2084,NET,IVc,
2085,DBH,V,
2086,NET,V,
2087,DBH,VI,
2088,NET,VI,
2089,DBH,I,
2090,NET,I,
2091,DBH,II,
2092,NET,II,
2093,DBH,III,
2094,NET,III,
2095,DBH,IVa,
2096,NET,IVa,
2097,DBH,IVb,
2098,NET,IVb,
2099,DBH,IVc,
2100,NET,IVc,
2101,DBH,IVc,
2102,NET,IVc,
2103,DBH,V,
2104,NET,V,
2105,DBH,VI,
2106,NET,VI,
2107,DBH,I,
2108,NET,I,
2109,DBH,II,
2110,NET,II,
2111,DBH,III,
2112,NET,III,
2113,DBH,IVa,
2114,NET,IVa,
2115,DBH,IVb,
2116,NET,IVb,
2117,DBH,IVc,
2118,NET,IVc,
2119,DBH,IVc,
2120,NET,IVc,
2121,DBH,V,
2122,NET,V,
2123,DBH,VI,
2124,NET,VI,
2125,DBH,I,
2126,NET,I,
2127,DBH,II,
2128,NET,II,
2129,DBH,III,
2130,NET,III,
2131,DBH,IVa,
2132,NET,IVa,
2133,DBH,IVb,
2134,NET,IVb,
2135,DBH,IVc,
2136,NET,IVc,
2137,DBH,IVc,
2138,NET,IVc,
2139,DBH,V,
2140,NET,V,
2141,DBH,VI,
2142,NET,VI,
2143,DBH,I,
2144,NET,I,
2145,DBH,II,
2146,NET,II,
2147,DBH,III,
2148,NET,III,
2149,DBH,IVa,
2150,NET,IVa,
2151,DBH,IVb,
2152,NET,IVb,
2153,DBH,IVc,
2154,NET,IVc,
2155,DBH,IVc,
2156,NET,IVc,
2157,DBH,V,
2158,NET,V,
2159,DBH,VI,
2160,NET,VI,
2161,DBH,I,
2162,NET,I,
2163,DBH,II,
2164,NET,II,
2165,DBH,III,
2166,NET,III,
2167,DBH,IVa,
2168,NET,IVa,
2169,DBH,IVb,
2170,NET,IVb,
2171,DBH,IVc,
2172,NET,IVc,
2173,DBH,IVc,
2174,NET,IVc,
2175,DBH,V,
2176,NET,V,
2177,DBH,VI,
2178,NET,VI,
2179,DBH,I,
2180,NET,I,
2181,DBH,II,
2182,NET,II,
2183,DBH,III,
2184,NET,III,
2185,DBH,IVa,
2186,NET,IVa,
2187,DBH,IVb,
2188,NET,IVb,
2189,DBH,IVc,
2190,NET,IVc,
2191,DBH,IVc,
2192,NET,IVc,
2193,DBH,V,
2194,NET,V,
2195,DBH,VI,
2196,NET,VI,
2197,DBH,I,
2198,NET,I,
2199,DBH,II,
2200,NET,II,
2201,DBH,III,
2202,NET,III,
2203,DBH,IVa,
2204,NET,IVa,
2205,DBH,IVb,
2206,NET,IVb,
2207,DBH,IVc,
2208,NET,IVc,
2209,DBH,IVc,
2210,NET,IVc,
2211,DBH,V,
2212,NET,V,
2213,DBH,VI,
2214,NET,VI,
2215,DBH,I,
2216,NET,I,
2217,DBH,II,
2218,NET,II,
2219,DBH,III,
2220,NET,III,
2221,DBH,IVa,
2222,NET,IVa,
2223,DBH,IVb,
2224,NET,IVb,
2225,DBH,IVc,
2226,NET,IVc,
2227,DBH,IVc,
2228,NET,IVc,
2229,DBH,V,
2230,NET,V,
2231,DBH,VI,
2232,NET,VI,
2233,DBH,I,
2234,NET,I,
2235,DBH,II,
2236,NET,II,
2237,DBH,III,
2238,NET,III,
2239,DBH,IVa,
2240,NET,IVa,
2241,DBH,IVb,
2242,NET,IVb,
2243,DBH,IVc,
2244,NET,IVc,
2245,DBH,IVc,
2246,NET,IVc,
2247,DBH,V,
2248,NET,V,
2249,DBH,VI,
2250,NET,VI,
2251,DBH,I,
2252,NET,I,
2253,DBH,II,
2254,NET,II,
2255,DBH,III,
2256,NET,III,
2257,DBH,IVa,
2258,NET,IVa,
2259,DBH,IVb,
2260,NET,IVb,
2261,DBH,IVc,
2262,NET,IVc,
2263,DBH,IVc,
2264,NET,IVc,
2265,DBH,V,
2266,NET,V,
2267,DBH,VI,
2268,NET,VI,
2269,DBH,I,
2270,NET,I,
2271,DBH,II,
2272,NET,II,
2273,DBH,III,
2274,NET,III,
2275,DBH,IVa,
2276,NET,IVa,
2277,DBH,IVb,
2278,NET,IVb,
2279,DBH,IVc,
2280,NET,IVc,
2281,DBH,IVc,
2282,NET,IVc,
2283,DBH,V,
2284,NET,V,
2285,DBH,VI,
2286,NET,VI,
2287,DBH,I,
2288,NET,I,
2289,DBH,II,
2290,NET,II,
2291,DBH,III,
2292,NET,III,
2293,DBH,IVa,
2294,NET,IVa,
2295,DBH,IVb,
2296,NET,IVb,
2297,DBH,IVc,
2298,NET,IVc,
2299,DBH,IVc,
2300,NET,IVc,
2301,DBH,V,
2302,NET,V,
2303,DBH,VI,
2304,NET,VI,
2305,DBH,I,
2306,NET,I,
2307,DBH,II,
2308,NET,II,
2309,DBH,III,
2310,NET,III,
2311,DBH,IVa,
2312,NET,IVa,
2313,DBH,IVb,
2314,NET,IVb,
2315,DBH,IVc,
2316,NET,IVc,
2317,DBH,IVc,
2318,NET,IVc,
2319,DBH,V,
2320,NET,V,
2321,DBH,VI,
2322,NET,VI,
2323,DBH,I,
2324,NET,I,
2325,DBH,II,
2326,NET,II,
2327,DBH,III,
2328,NET,III,
2329,DBH,IVa,
2330,NET,IVa,
2331,DBH,IVb,
2332,NET,IVb,
2333,DBH,IVc,
2334,NET,IVc,
2335,DBH,IVc,
2336,NET,IVc,
2337,DBH,V,
2338,NET,V,
2339,DBH,VI,
2340,NET,VI,
2341,DBH,I,
2342,NET,I,
2343,DBH,II,
2344,NET,II,
2345,DBH,III,
2346,NET,III,
2347,DBH,IVa,
2348,NET,IVa,
2349,DBH,IVb,
2350,NET,IVb,
2351,DBH,IVc,
2352,NET,IVc,
2353,DBH,IVc,
2354,NET,IVc,
2355,DBH,V,
2356,NET,V,
2357,DBH,VI,
2358,NET,VI,
2359,DBH,I,
2360,NET,I,
2361,DBH,II,
2362,NET,II,
2363,DBH,III,
2364,NET,III,
2365,DBH,IVa,
2366,NET,IVa,
2367,DBH,IVb,
2368,NET,IVb,
2369,DBH,IVc,
2370,NET,IVc,
2371,DBH,IVc,
2372,NET,IVc,
2373,DBH,V,
2374,NET,V,
2375,DBH,VI,
2376,NET,VI,
2377,DBH,I,
2378,NET,I,
2379,DBH,II,
2380,NET,II,
2381,DBH,III,
2382,NET,III,
2383,DBH,IVa,
2384,NET,IVa,
2385,DBH,IVb,
2386,NET,IVb,
2387,DBH,IVc,
2388,NET,IVc,
2389,DBH,IVc,
2390,NET,IVc,
2391,DBH,V,
2392,NET,V,
2393,DBH,VI,
2394,NET,VI,
2395,DBH,I,
2396,NET,I,
2397,DBH,II,
2398,NET,II,
2399,DBH,III,
2400,NET,III,
2401,DBH,IVa,
2402,NET,IVa,
2403,DBH,IVb,
2404,NET,IVb,
2405,DBH,IVc,
2406,NET,IVc,
2407,DBH,IVc,
2408,NET,IVc,
2409,DBH,V,
2410,NET,V,
2411,DBH,VI,
2412,NET,VI,
2413,DBH,I,
2414,NET,I,
2415,DBH,II,
2416,NET,II,
2417,DBH,III,
2418,NET,III,
2419,DBH,IVa,
2420,NET,IVa,
2421,DBH,IVb,
2422,NET,IVb,
2423,DBH,IVc,
2424,NET,IVc,
2425,DBH,IVc,
2426,NET,IVc,
2427,DBH,V,
2428,NET,V,
2429,DBH,VI,
2430,NET,VI,
2431,DBH,I,
2432,NET,I,
2433,DBH,II,
2434,NET,II,
2435,DBH,III,
2436,NET,III,
2437,DBH,IVa,
2438,NET,IVa,
2439,DBH,IVb,
2440,NET,IVb,
2441,DBH,IVc,
2442,NET,IVc,
2443,DBH,IVc,
2444,NET,IVc,
2445,DBH,V,
2446,NET,V,
2447,DBH,VI,
2448,NET,VI,
2449,DBH,I,
2450,NET,I,
2451,DBH,II,
2452,NET,II,
2453,DBH,III,
2454,NET,III,
2455,DBH,IVa,
2456,NET,IVa,
2457,DBH,IVb,
2458,NET,IVb,
2459,DBH,IVc,
2460,NET,IVc,
2461,DBH,IVc,
2462,NET,IVc,
2463,DBH,V,
2464,NET,V,
2465,DBH,VI,
2466,NET,VI,
2467,DBH,I,
2468,NET,I,
2469,DBH,II,
2470,NET,II,
2471,DBH,III,
2472,NET,III,
2473,DBH,IVa,
2474,NET,IVa,
2475,DBH,IVb,
2476,NET,IVb,
2477,DBH,IVc,
2478,NET,IVc,
2479,DBH,IVc,
2480,NET,IVc,
2481,DBH,V,
2482,NET,V,
2483,DBH,VI,
2484,NET,VI,
2485,DBH,I,
2486,NET,I,
2487,DBH,II,
2488,NET,II,
2489,DBH,III,
2490,NET,III,
2491,DBH,IVa,
2492,NET,IVa,
2493,DBH,IVb,
2494,NET,IVb,
2495,DBH,IVc,
2496,NET,IVc,
2497,DBH,IVc,
2498,NET,IVc,
2499,DBH,V,
2500,NET,V,
2501,DBH,VI,
2502,NET,VI,
2503,DBH,I,
2504,NET,I,
2505,DBH,II,
2506,NET,II,
2507,DBH,III,
2508,NET,III,
2509,DBH,IVa,
2510,NET,IVa,
2511,DBH,IVb,
2512,NET,IVb,
2513,DBH,IVc,
2514,NET,IVc,
2515,DBH,IVc,
2516,NET,IVc,
2517,DBH,V,
2518,NET,V,
2519,DBH,VI,
2520,NET,VI,
2521,DBH,I,
2522,NET,I,
2523,DBH,II,
2524,NET,II,
2525,DBH,III,
2526,NET,III,
2527,DBH,IVa,
2528,NET,IVa,
2529,DBH,IVb,
2530,NET,IVb,
2531,DBH,IVc,
2532,NET,IVc,
2533,DBH,IVc,
2534,NET,IVc,
2535,DBH,V,
2536,NET,V,
2537,DBH,VI,
2538,NET,VI,
2539,DBH,I,
2540,NET,I,
2541,DBH,II,
2542,NET,II,
2543,DBH,III,
2544,NET,III,
2545,DBH,IVa,
2546,NET,IVa,
2547,DBH,IVb,
2548,NET,IVb,
2549,DBH,IVc,
2550,NET,IVc,
2551,DBH,IVc,
2552,NET,IVc,
2553,DBH,V,
2554,NET,V,
2555,DBH,VI,
2556,NET,VI,
2557,DBH,I,
2558,NET,I,
2559,DBH,II,
2560,NET,II,
2561,DBH,III,
2562,NET,III,
2563,DBH,IVa,
2564,NET,IVa,
2565,DBH,IVb,
2566,NET,IVb,
2567,DBH,IVc,
2568,NET,IVc,
2569,DBH,IVc,
2570,NET,IVc,
2571,DBH,V,
2572,NET,V,
2573,DBH,VI,
2574,NET,VI,
2575,DBH,I,
2576,NET,I,
2577,DBH,II,
2578,NET,II,
2579,DBH,III,
2580,NET,III,
2581,DBH,IVa,
2582,NET,IVa,
2583,DBH,IVb,
2584,NET,IVb,
2585,DBH,IVc,
2586,NET,IVc,
2587,DBH,IVc,
2588,NET,IVc,
2589,DBH,V,
2590,NET,V,
2591,DBH,VI,
2592,NET,VI,
2593,DBH,I,
2594,NET,I,
2595,DBH,II,
2596,NET,II,
2597,DBH,III,
2598,NET,III,
2599,DBH,IVa,
2600,NET,IVa,
2601,DBH,IVb,
2602,NET,IVb,
2603,DBH,IVc,
2604,NET,IVc,
2605,DBH,IVc,
2606,NET,IVc,
2607,DBH,V,
2608,NET,V,
2609,DBH,VI,
2610,NET,VI,
2611,DBH,I,
2612,NET,I,
2613,DBH,II,
2614,NET,II,
2615,DBH,III,
2616,NET,III,
2617,DBH,IVa,
2618,NET,IVa,
2619,DBH,IVb,
2620,NET,IVb,
2621,DBH,IVc,
2622,NET,IVc,
2623,DBH,IVc,
2624,NET,IVc,
2625,DBH,V,
2626,NET,V,
2627,DBH,VI,
2628,NET,VI,
2629,DBH,I,
2630,NET,I,
2631,DBH,II,
2632,NET,II,
2633,DBH,III,
2634,NET,III,
2635,DBH,IVa,
2636,NET,IVa,
2637,DBH,IVb,
2638,NET,IVb,
2639,DBH,IVc,
2640,NET,IVc,
2641,DBH,IVc,
2642,NET,IVc,
2643,DBH,V,
2644,NET,V,
2645,DBH,VI,
2646,NET,VI,
2647,DBH,I,
2648,NET,I,
2649,DBH,II,
2650,NET,II,
2651,DBH,III,
2652,NET,III,
2653,DBH,IVa,
2654,NET,IVa,
2655,DBH,IVb,
2656,NET,IVb,
2657,DBH,IVc,
2658,NET,IVc,
2659,DBH,IVc,
2660,NET,IVc,
2661,DBH,V,
2662,NET,V,
2663,DBH,VI,
2664,NET,VI,
2665,DBH,I,
2666,NET,I,
2667,DBH,II,
2668,NET,II,
2669,DBH,III,
2670,NET,III,
2671,DBH,IVa,
2672,NET,IVa,
2673,DBH,IVb,
2674,NET,IVb,
2675,DBH,IVc,
2676,NET,IVc,
2677,DBH,IVc,
2678,NET,IVc,
2679,DBH,V,
2680,NET,V,
2681,DBH,VI,
2682,NET,VI,
2683,DBH,I,
2684,NET,I,
2685,DBH,II,
2686,NET,II,
2687,DBH,III,
2688,NET,III,
2689,DBH,IVa,
2690,NET,IVa,
2691,DBH,IVb,
2692,NET,IVb,
2693,DBH,IVc,
2694,NET,IVc,
2695,DBH,IVc,
2696,NET,IVc,
2697,DBH,V,
2698,NET,V,
2699,DBH,VI,
2700,NET,VI,
2701,DBH,I,
2702,NET,I,
2703,DBH,II,
2704,NET,II,
2705,DBH,III,
2706,NET,III,
2707,DBH,IVa,
2708,NET,IVa,
2709,DBH,IVb,
2710,NET,IVb,
2711,DBH,IVc,
2712,NET,IVc,
2713,DBH,IVc,
2714,NET,IVc,
2715,DBH,V,
2716,NET,V,
2717,DBH,VI,
2718,NET,VI,
2719,DBH,I,
2720,NET,I,
2721,DBH,II,
2722,NET,II,
2723,DBH,III,
2724,NET,III,
2725,DBH,IVa,
2726,NET,IVa,
2727,DBH,IVb,
2728,NET,IVb,
2729,DBH,IVc,
2730,NET,IVc,
2731,DBH,IVc,
2732,NET,IVc,
2733,DBH,V,
2734,NET,V,
2735,DBH,VI,
2736,NET,VI,
2737,DBH,I,
2738,NET,I,
2739,DBH,II,
2740,NET,II,
2741,DBH,III,
2742,NET,III,
2743,DBH,IVa,
2744,NET,IVa,
2745,DBH,IVb,
2746,NET,IVb,
2747,DBH,IVc,
2748,NET,IVc,
2749,DBH,IVc,
2750,NET,IVc,
2751,DBH,V,
2752,NET,V,
2753,DBH,VI,
2754,NET,VI,
2755,DBH,I,
2756,NET,I,
2757,DBH,II,
2758,NET,II,
2759,DBH,III,
