,area,protein,layer,value
1215,V1,NET,II,
1216,V2,NET,II,
1217,V1,NET,III,
1218,V2,NET,III,
1219,V1,NET,IV,
1220,V2,NET,IV,
1221,V1,NET,V,
1222,V2,NET,V,
1223,V1,NET,VI,
1224,V2,NET,VI,
1225,V1,NET,I,
1226,V2,NET,I,
1227,V1,NET,II,
1228,V2,NET,II,
1229,V1,NET,III,
1230,V2,NET,III,
1231,V1,NET,IV,
1232,V2,NET,IV,
1233,V1,NET,V,
1234,V2,NET,V,
1235,V1,NET,VI,
1236,V2,NET,VI,
1237,V1,NET,I,
1238,V2,NET,I,
1239,V1,NET,II,
1240,V2,NET,II,
1241,V1,NET,III,
1242,V2,NET,III,
1243,V1,NET,IV,
1244,V2,NET,IV,
1245,V1,NET,V,
1246,V2,NET,V,
1247,V1,NET,VI,
1248,V2,NET,VI,
1249,V1,NET,I,
1250,V2,NET,I,
1251,V1,NET,II,
1252,V2,NET,II,
1253,V1,NET,III,
1254,V2,NET,III,
1255,V1,NET,IV,
1256,V2,NET,IV,
1257,V1,NET,V,
1258,V2,NET,V,
1259,V1,NET,VI,
1260,V2,NET,VI,
1261,V1,NET,I,
1262,V2,NET,I,
1263,V1,NET,II,
1264,V2,NET,II,
1265,V1,NET,III,
1266,V2,NET,III,
1267,V1,NET,IV,
1268,V2,NET,IV,
1269,V1,NET,V,
1270,V2,NET,V,
1271,V1,NET,VI,
1272,V2,NET,VI,
1273,V1,NET,I,
1274,V2,NET,I,
1275,V1,NET,II,
1276,V2,NET,II,
1277,V1,NET,III,
1278,V2,NET,III,
1279,V1,NET,IV,
1280,V2,NET,IV,
1281,V1,NET,V,
1282,V2,NET,V,
1283,V1,NET,VI,
1284,V2,NET,VI,
1285,V1,NET,I,
1286,V2,NET,I,
1287,V1,NET,II,
1288,V2,NET,II,
1289,V1,NET,III,
1290,V2,NET,III,
1291,V1,NET,IV,
1292,V2,NET,IV,
1293,V1,NET,V,
1294,V2,NET,V,
1295,V1,NET,VI,
1296,V2,NET,VI,
1297,V1,NET,I,
1298,V2,NET,I,
1299,V1,NET,II,
1300,V2,NET,II,
1301,V1,NET,III,
1302,V2,NET,III,
1303,V1,NET,IV,
1304,V2,NET,IV,
1305,V1,NET,V,
1306,V2,NET,V,
1307,V1,NET,VI,
1308,V2,NET,VI,
1309,V1,NET,I,
1310,V2,NET,I,
1311,V1,NET,II,
1312,V2,NET,II,
1313,V1,NET,III,
1314,V2,NET,III,
1315,V1,NET,IV,
1316,V2,NET,IV,
1317,V1,NET,V,
1318,V2,NET,V,
1319,V1,NET,VI,
1320,V2,NET,VI,
1321,V1,NET,I,
1322,V2,NET,I,
1323,V1,NET,II,
1324,V2,NET,II,
1325,V1,NET,III,
1326,V2,NET,III,
1327,V1,NET,IV,
1328,V2,NET,IV,
1329,V1,NET,V,
1330,V2,NET,V,
1331,V1,NET,VI,
1332,V2,NET,VI,
1333,V1,NET,I,
1334,V2,NET,I,
1335,V1,NET,II,
1336,V2,NET,II,
1337,V1,NET,III,
1338,V2,NET,III,
1339,V1,NET,IV,
1340,V2,NET,IV,
1341,V1,NET,V,
1342,V2,NET,V,
1343,V1,NET,VI,
1344,V2,NET,VI,
1345,V1,NET,I,
1346,V2,NET,I,
1347,V1,NET,II,
1348,V2,NET,II,
1349,V1,NET,III,
1350,V2,NET,III,
1351,V1,NET,IV,
1352,V2,NET,IV,
1353,V1,NET,V,
1354,V2,NET,V,
1355,V1,NET,VI,
1356,V2,NET,VI,
1357,V1,NET,I,
1358,V2,NET,I,
1359,V1,NET,II,
1360,V2,NET,II,
1361,V1,NET,III,
1362,V2,NET,III,
1363,V1,NET,IV,
1364,V2,NET,IV,
1365,V1,NET,V,
1366,V2,NET,V,
1367,V1,NET,VI,
1368,V2,NET,VI,
1369,V1,NET,I,
1370,V2,NET,I,
1371,V1,NET,II,
1372,V2,NET,II,
1373,V1,NET,III,
1374,V2,NET,III,
1375,V1,NET,IV,
1376,V2,NET,IV,
1377,V1,NET,V,
1378,V2,NET,V,
1379,V1,NET,VI,
1380,V2,NET,VI,
1381,V1,NET,I,
1382,V2,NET,I,
1383,V1,NET,II,
1384,V2,NET,II,
1385,V1,NET,III,
1386,V2,NET,III,
1387,V1,NET,IV,
1388,V2,NET,IV,
1389,V1,NET,V,
1390,V2,NET,V,
1391,V1,NET,VI,
1392,V2,NET,VI,
1393,V1,NET,I,
1394,V2,NET,I,
1395,V1,NET,II,
1396,V2,NET,II,
1397,V1,NET,III,
1398,V2,NET,III,
1399,V1,NET,IV,
1400,V2,NET,IV,
1401,V1,NET,V,
1402,V2,NET,V,
1403,V1,NET,VI,
1404,V2,NET,VI,
1405,V1,NET,I,
1406,V2,NET,I,
1407,V1,NET,II,
1408,V2,NET,II,
1409,V1,NET,III,
1410,V2,NET,III,
1411,V1,NET,IV,
1412,V2,NET,IV,
1413,V1,NET,V,
1414,V2,NET,V,
1415,V1,NET,VI,
1416,V2,NET,VI,
1417,V1,NET,I,
1418,V2,NET,I,
1419,V1,NET,II,
1420,V2,NET,II,
1421,V1,NET,III,
1422,V2,NET,III,
1423,V1,NET,IV,
1424,V2,NET,IV,
1425,V1,NET,V,
1426,V2,NET,V,
1427,V1,NET,VI,
1428,V2,NET,VI,
1429,V1,NET,I,
1430,V2,NET,I,
1431,V1,NET,II,
1432,V2,NET,II,
1433,V1,NET,III,
1434,V2,NET,III,
1435,V1,NET,IV,
1436,V2,NET,IV,
1437,V1,NET,V,
1438,V2,NET,V,
1439,V1,NET,VI,
1440,V2,NET,VI,
1441,V1,NET,I,
1442,V2,NET,I,
1443,V1,NET,II,
1444,V2,NET,II,
1445,V1,NET,III,
1446,V2,NET,III,
1447,V1,NET,IV,
1448,V2,NET,IV,
1449,V1,NET,V,
1450,V2,NET,V,
1451,V1,NET,VI,
1452,V2,NET,VI,
1453,V1,NET,I,
1454,V2,NET,I,
1455,V1,NET,II,
1456,V2,NET,II,
1457,V1,NET,III,
1458,V2,NET,III,
1459,V1,NET,IV,
1460,V2,NET,IV,
1461,V1,NET,V,
1462,V2,NET,V,
1463,V1,NET,VI,
1464,V2,NET,VI,
1465,V1,NET,I,
1466,V2,NET,I,
1467,V1,NET,II,
1468,V2,NET,II,
1469,V1,NET,III,
1470,V2,NET,III,
1471,V1,NET,IV,
1472,V2,NET,IV,
1473,V1,NET,V,
1474,V2,NET,V,
1475,V1,NET,VI,
1476,V2,NET,VI,
1477,V1,NET,I,
1478,V2,NET,I,
1479,V1,NET,II,
1480,V2,NET,II,
1481,V1,NET,III,
1482,V2,NET,III,
1483,V1,NET,IV,
1484,V2,NET,IV,
1485,V1,NET,V,
1486,V2,NET,V,
1487,V1,NET,VI,
1488,V2,NET,VI,
1489,V1,NET,I,
1490,V2,NET,I,
1491,V1,NET,II,
1492,V2,NET,II,
1493,V1,NET,III,
1494,V2,NET,III,
1495,V1,NET,IV,
1496,V2,NET,IV,
1497,V1,NET,V,
1498,V2,NET,V,
1499,V1,NET,VI,
1500,V2,NET,VI,
1501,V1,NET,I,
1502,V2,NET,I,
1503,V1,NET,II,
1504,V2,NET,II,
1505,V1,NET,III,
1506,V2,NET,III,
1507,V1,NET,IV,
1508,V2,NET,IV,
1509,V1,NET,V,
1510,V2,NET,V,
1511,V1,NET,VI,
1512,V2,NET,VI,
1513,V1,NET,I,
1514,V2,NET,I,
1515,V1,NET,II,
1516,V2,NET,II,
1517,V1,NET,III,
1518,V2,NET,III,
1519,V1,NET,IV,
1520,V2,NET,IV,
1521,V1,NET,V,
1522,V2,NET,V,
1523,V1,NET,VI,
1524,V2,NET,VI,
1525,V1,NET,I,
1526,V2,NET,I,
1527,V1,NET,II,
1528,V2,NET,II,
1529,V1,NET,III,
1530,V2,NET,III,
1531,V1,NET,IV,
1532,V2,NET,IV,
1533,V1,NET,V,
1534,V2,NET,V,
1535,V1,NET,VI,
1536,V2,NET,VI,
1537,V1,NET,I,
1538,V2,NET,I,
1539,V1,NET,II,
1540,V2,NET,II,
1541,V1,NET,III,
1542,V2,NET,III,
1543,V1,NET,IV,
1544,V2,NET,IV,
1545,V1,NET,V,
1546,V2,NET,V,
1547,V1,NET,VI,
1548,V2,NET,VI,
1549,V1,NET,I,
1550,V2,NET,I,
1551,V1,NET,II,
1552,V2,NET,II,
1553,V1,NET,III,
1554,V2,NET,III,
1555,V1,NET,IV,
1556,V2,NET,IV,
1557,V1,NET,V,
1558,V2,NET,V,
1559,V1,NET,VI,
1560,V2,NET,VI,
1561,V1,NET,I,
1562,V2,NET,I,
1563,V1,NET,II,
1564,V2,NET,II,
1565,V1,NET,III,
1566,V2,NET,III,
1567,V1,NET,IV,
1568,V2,NET,IV,
1569,V1,NET,V,
1570,V2,NET,V,
1571,V1,NET,VI,
1572,V2,NET,VI,
1573,V1,NET,I,
1574,V2,NET,I,
1575,V1,NET,II,
1576,V2,NET,II,
1577,V1,NET,III,
1578,V2,NET,III,
1579,V1,NET,IV,
1580,V2,NET,IV,
1581,V1,NET,V,
1582,V2,NET,V,
1583,V1,NET,VI,
1584,V2,NET,VI,
1585,V1,NET,I,
1586,V2,NET,I,
1587,V1,NET,II,
1588,V2,NET,II,
1589,V1,NET,III,
1590,V2,NET,III,
1591,V1,NET,IV,
1592,V2,NET,IV,
1593,V1,NET,V,
1594,V2,NET,V,
1595,V1,NET,VI,
1596,V2,NET,VI,
1597,V1,NET,I,
1598,V2,NET,I,
1599,V1,NET,II,
1600,V2,NET,II,
1601,V1,NET,III,
1602,V2,NET,III,
1603,V1,NET,IV,
1604,V2,NET,IV,
1605,V1,NET,V,
1606,V2,NET,V,
1607,V1,NET,VI,
1608,V2,NET,VI,
1609,V1,NET,I,
1610,V2,NET,I,
1611,V1,NET,II,
1612,V2,NET,II,
1613,V1,NET,III,
1614,V2,NET,III,
1615,V1,NET,IV,
1616,V2,NET,IV,
1617,V1,NET,V,
1618,V2,NET,V,
1619,V1,NET,VI,
1620,V2,NET,VI,
1621,V1,NET,I,
1622,V2,NET,I,
1623,V1,NET,II,
1624,V2,NET,II,
1625,V1,NET,III,
1626,V2,NET,III,
1627,V1,NET,IV,
1628,V2,NET,IV,
1629,V1,NET,V,
1630,V2,NET,V,
1631,V1,NET,VI,
1632,V2,NET,VI,
1633,V1,NET,I,
1634,V2,NET,I,
1635,V1,NET,II,
1636,V2,NET,II,
1637,V1,NET,III,
1638,V2,NET,III,
1639,V1,NET,IV,
1640,V2,NET,IV,
1641,V1,NET,V,
1642,V2,NET,V,
1643,V1,NET,VI,
1644,V2,NET,VI,
1645,V1,NET,I,
1646,V2,NET,I,
1647,V1,NET,II,
1648,V2,NET,II,
1649,V1,NET,III,
1650,V2,NET,III,
1651,V1,NET,IV,
1652,V2,NET,IV,
1653,V1,NET,V,
1654,V2,NET,V,
1655,V1,NET,VI,
1656,V2,NET,VI,
1657,V1,NET,I,
1658,V2,NET,I,
1659,V1,NET,II,
1660,V2,NET,II,
1661,V1,NET,III,
1662,V2,NET,III,
1663,V1,NET,IV,
1664,V2,NET,IV,
1665,V1,NET,V,
1666,V2,NET,V,
1667,V1,NET,VI,
1668,V2,NET,VI,
1669,V1,NET,I,
1670,V2,NET,I,
1671,V1,NET,II,
1672,V2,NET,II,
1673,V1,NET,III,
1674,V2,NET,III,
1675,V1,NET,IV,
1676,V2,NET,IV,
1677,V1,NET,V,
1678,V2,NET,V,
1679,V1,NET,VI,
1680,V2,NET,VI,
1681,V1,NET,I,
1682,V2,NET,I,
1683,V1,NET,II,
1684,V2,NET,II,
1685,V1,NET,III,
1686,V2,NET,III,
1687,V1,NET,IV,
1688,V2,NET,IV,
1689,V1,NET,V,
1690,V2,NET,V,
1691,V1,NET,VI,
1692,V2,NET,VI,
1693,V1,NET,I,
1694,V2,NET,I,
1695,V1,NET,II,
1696,V2,NET,II,
1697,V1,NET,III,
1698,V2,NET,III,
1699,V1,NET,IV,
1700,V2,NET,IV,
1701,V1,NET,V,
1702,V2,NET,V,
1703,V1,NET,VI,
1704,V2,NET,VI,
1705,V1,NET,I,
1706,V2,NET,I,
1707,V1,NET,II,
1708,V2,NET,II,
1709,V1,NET,III,
1710,V2,NET,III,
1711,V1,NET,IV,
1712,V2,NET,IV,
1713,V1,NET,V,
1714,V2,NET,V,
1715,V1,NET,VI,
1716,V2,NET,VI,
1717,V1,NET,I,
1718,V2,NET,I,
1719,V1,NET,II,
1720,V2,NET,II,
1721,V1,NET,III,
1722,V2,NET,III,
1723,V1,NET,IV,
1724,V2,NET,IV,
1725,V1,NET,V,
1726,V2,NET,V,
1727,V1,NET,VI,
1728,V2,NET,VI,
1729,V1,NET,I,
1730,V2,NET,I,
1731,V1,NET,II,
1732,V2,NET,II,
1733,V1,NET,III,
1734,V2,NET,III,
1735,V1,NET,IV,
1736,V2,NET,IV,
1737,V1,NET,V,
1738,V2,NET,V,
1739,V1,NET,VI,
1740,V2,NET,VI,
1741,V1,NET,I,
1742,V2,NET,I,
1743,V1,NET,II,
1744,V2,NET,II,
1745,V1,NET,III,
1746,V2,NET,III,
1747,V1,NET,IV,
1748,V2,NET,IV,
1749,V1,NET,V,
1750,V2,NET,V,
1751,V1,NET,VI,
1752,V2,NET,VI,
1753,V1,NET,I,
1754,V2,NET,I,
1755,V1,NET,II,
1756,V2,NET,II,
1757,V1,NET,III,
1758,V2,NET,III,
1759,V1,NET,IV,
1760,V2,NET,IV,
1761,V1,NET,V,
1762,V2,NET,V,
1763,V1,NET,VI,
1764,V2,NET,VI,
1765,V1,NET,I,
1766,V2,NET,I,
1767,V1,NET,II,
1768,V2,NET,II,
1769,V1,NET,III,
1770,V2,NET,III,
1771,V1,NET,IV,
1772,V2,NET,IV,
1773,V1,NET,V,
1774,V2,NET,V,
1775,V1,NET,VI,
1776,V2,NET,VI,
1777,V1,NET,I,
1778,V2,NET,I,
1779,V1,NET,II,
1780,V2,NET,II,
1781,V1,NET,III,
1782,V2,NET,III,
1783,V1,NET,IV,
1784,V2,NET,IV,
1785,V1,NET,V,
1786,V2,NET,V,
1787,V1,NET,VI,
1788,V2,NET,VI,
1789,V1,NET,I,
1790,V2,NET,I,
1791,V1,NET,II,
1792,V2,NET,II,
1793,V1,NET,III,
1794,V2,NET,III,
1795,V1,NET,IV,
1796,V2,NET,IV,
1797,V1,NET,V,
1798,V2,NET,V,
1799,V1,NET,VI,
1800,V2,NET,VI,
1801,V1,NET,I,
1802,V2,NET,I,
1803,V1,NET,II,
1804,V2,NET,II,
1805,V1,NET,III,
1806,V2,NET,III,
1807,V1,NET,IV,
1808,V2,NET,IV,
1809,V1,NET,V,
1810,V2,NET,V,
1811,V1,NET,VI,
1812,V2,NET,VI,
1813,V1,NET,I,
1814,V2,NET,I,
1815,V1,NET,II,
1816,V2,NET,II,
1817,V1,NET,III,
1818,V2,NET,III,
1819,V1,NET,IV,
1820,V2,NET,IV,
1821,V1,NET,V,
1822,V2,NET,V,
1823,V1,NET,VI,
1824,V2,NET,VI,
1825,V1,NET,I,
1826,V2,NET,I,
1827,V1,NET,II,
1828,V2,NET,II,
1829,V1,NET,III,
1830,V2,NET,III,
1831,V1,NET,IV,
1832,V2,NET,IV,
1833,V1,NET,V,
1834,V2,NET,V,
1835,V1,NET,VI,
1836,V2,NET,VI,
1837,V1,NET,I,
1838,V2,NET,I,
1839,V1,NET,II,
1840,V2,NET,II,
1841,V1,NET,III,
1842,V2,NET,III,
1843,V1,NET,IV,
1844,V2,NET,IV,
1845,V1,NET,V,
1846,V2,NET,V,
1847,V1,NET,VI,
1848,V2,NET,VI,
1849,V1,NET,I,
1850,V2,NET,I,
1851,V1,NET,II,
1852,V2,NET,II,
1853,V1,NET,III,
1854,V2,NET,III,
1855,V1,NET,IV,
1856,V2,NET,IV,
1857,V1,NET,V,
1858,V2,NET,V,
1859,V1,NET,VI,
1860,V2,NET,VI,
1861,V1,NET,I,
1862,V2,NET,I,
1863,V1,NET,II,
1864,V2,NET,II,
1865,V1,NET,III,
1866,V2,NET,III,
1867,V1,NET,IV,
1868,V2,NET,IV,
1869,V1,NET,V,
1870,V2,NET,V,
1871,V1,NET,VI,
1872,V2,NET,VI,
1873,V1,NET,I,
1874,V2,NET,I,
1875,V1,NET,II,
1876,V2,NET,II,
1877,V1,NET,III,
1878,V2,NET,III,
1879,V1,NET,IV,
1880,V2,NET,IV,
1881,V1,NET,V,
1882,V2,NET,V,
1883,V1,NET,VI,
1884,V2,NET,VI,
1885,V1,NET,I,
1886,V2,NET,I,
1887,V1,NET,II,
1888,V2,NET,II,
1889,V1,NET,III,
1890,V2,NET,III,
1891,V1,NET,IV,
1892,V2,NET,IV,
1893,V1,NET,V,
1894,V2,NET,V,
1895,V1,NET,VI,
1896,V2,NET,VI,
1897,V1,NET,I,
1898,V2,NET,I,
1899,V1,NET,II,
1900,V2,NET,II,
1901,V1,NET,III,
1902,V2,NET,III,
1903,V1,NET,IV,
1904,V2,NET,IV,
1905,V1,NET,V,
1906,V2,NET,V,
1907,V1,NET,VI,
1908,V2,NET,VI,
1909,V1,NET,I,
1910,V2,NET,I,
1911,V1,NET,II,
1912,V2,NET,II,
1913,V1,NET,III,
1914,V2,NET,III,
1915,V1,NET,IV,
1916,V2,NET,IV,
1917,V1,NET,V,
1918,V2,NET,V,
1919,V1,NET,VI,
1920,V2,NET,VI,
1921,V1,NET,I,
1922,V2,NET,I,
1923,V1,NET,II,
1924,V2,NET,II,
1925,V1,NET,III,
1926,V2,NET,III,
1927,V1,NET,IV,
1928,V2,NET,IV,
1929,V1,NET,V,
1930,V2,NET,V,
1931,V1,NET,VI,
1932,V2,NET,VI,
1933,V1,NET,I,
1934,V2,NET,I,
1935,V1,NET,II,
1936,V2,NET,II,
1937,V1,NET,III,
1938,V2,NET,III,
1939,V1,NET,IV,
1940,V2,NET,IV,
1941,V1,NET,V,
1942,V2,NET,V,
1943,V1,NET,VI,
1944,V2,NET,VI,
1945,V1,NET,I,
1946,V2,NET,I,
1947,V1,NET,II,
1948,V2,NET,II,
1949,V1,NET,III,
1950,V2,NET,III,
1951,V1,NET,IV,
1952,V2,NET,IV,
1953,V1,NET,V,
1954,V2,NET,V,
1955,V1,NET,VI,
1956,V2,NET,VI,
1957,V1,NET,I,
1958,V2,NET,I,
1959,V1,NET,II,
1960,V2,NET,II,
1961,V1,NET,III,
1962,V2,NET,III,
1963,V1,NET,IV,
1964,V2,NET,IV,
1965,V1,NET,V,
1966,V2,NET,V,
1967,V1,NET,VI,
1968,V2,NET,VI,
1969,V1,NET,I,
1970,V2,NET,I,
1971,V1,NET,II,
1972,V2,NET,II,
1973,V1,NET,III,
1974,V2,NET,III,
1975,V1,NET,IV,
1976,V2,NET,IV,
1977,V1,NET,V,
1978,V2,NET,V,
1979,V1,NET,VI,
1980,V2,NET,VI,
1981,V1,NET,I,
1982,V2,NET,I,
1983,V1,NET,II,
1984,V2,NET,II,
1985,V1,NET,III,
1986,V2,NET,III,
1987,V1,NET,IV,
1988,V2,NET,IV,
1989,V1,NET,V,
1990,V2,NET,V,
1991,V1,NET,VI,
1992,V2,NET,VI,
1993,V1,NET,I,
1994,V2,NET,I,
1995,V1,NET,II,
1996,V2,NET,II,
1997,V1,NET,III,
1998,V2,NET,III,
1999,V1,NET,IV,
2000,V2,NET,IV,
2001,V1,NET,V,
2002,V2,NET,V,
2003,V1,NET,VI,
2004,V2,NET,VI,
2005,V1,NET,I,
2006,V2,NET,I,
2007,V1,NET,II,
2008,V2,NET,II,
2009,V1,NET,III,
2010,V2,NET,III,
2011,V1,NET,IV,
2012,V2,NET,IV,
2013,V1,NET,V,
2014,V2,NET,V,
2015,V1,NET,VI,
2016,V2,NET,VI,
2017,V1,NET,I,
2018,V2,NET,I,
2019,V1,NET,II,
2020,V2,NET,II,
2021,V1,NET,III,
2022,V2,NET,III,
2023,V1,NET,IV,
2024,V2,NET,IV,
2025,V1,NET,V,
2026,V2,NET,V,
2027,V1,NET,VI,
2028,V2,NET,VI,
2029,V1,NET,I,
2030,V2,NET,I,
2031,V1,NET,II,
2032,V2,NET,II,
2033,V1,NET,III,
2034,V2,NET,III,
2035,V1,NET,IV,
2036,V2,NET,IV,
2037,V1,NET,V,
2038,V2,NET,V,
2039,V1,NET,VI,
2040,V2,NET,VI,
2041,V1,NET,I,
2042,V2,NET,I,
2043,V1,NET,II,
2044,V2,NET,II,
2045,V1,NET,III,
2046,V2,NET,III,
2047,V1,NET,IV,
2048,V2,NET,IV,
2049,V1,NET,V,
2050,V2,NET,V,
2051,V1,NET,VI,
2052,V2,NET,VI,
2053,V1,NET,I,
2054,V2,NET,I,
2055,V1,NET,II,
2056,V2,NET,II,
2057,V1,NET,III,
2058,V2,NET,III,
2059,V1,NET,IV,
2060,V2,NET,IV,
2061,V1,NET,V,
2062,V2,NET,V,
2063,V1,NET,VI,
2064,V2,NET,VI,
2065,V1,NET,I,
2066,V2,NET,I,
2067,V1,NET,II,
2068,V2,NET,II,
2069,V1,NET,III,
2070,V2,NET,III,
2071,V1,NET,IV,
2072,V2,NET,IV,
2073,V1,NET,V,
2074,V2,NET,V,
2075,V1,NET,VI,
2076,V2,NET,VI,
2077,V1,NET,I,
2078,V2,NET,I,
2079,V1,NET,II,
2080,V2,NET,II,
2081,V1,NET,III,
2082,V2,NET,III,
2083,V1,NET,IV,
2084,V2,NET,IV,
2085,V1,NET,V,
2086,V2,NET,V,
2087,V1,NET,VI,
2088,V2,NET,VI,
2089,V1,NET,I,
2090,V2,NET,I,
2091,V1,NET,II,
2092,V2,NET,II,
2093,V1,NET,III,
2094,V2,NET,III,
2095,V1,NET,IV,
2096,V2,NET,IV,
2097,V1,NET,V,
2098,V2,NET,V,
2099,V1,NET,VI,
2100,V2,NET,VI,
2101,V1,NET,I,
2102,V2,NET,I,
2103,V1,NET,II,
2104,V2,NET,II,
2105,V1,NET,III,
2106,V2,NET,III,
2107,V1,NET,IV,
2108,V2,NET,IV,
2109,V1,NET,V,
2110,V2,NET,V,
2111,V1,NET,VI,
2112,V2,NET,VI,
2113,V1,NET,I,
2114,V2,NET,I,
2115,V1,NET,II,
2116,V2,NET,II,
2117,V1,NET,III,
2118,V2,NET,III,
2119,V1,NET,IV,
2120,V2,NET,IV,
2121,V1,NET,V,
2122,V2,NET,V,
2123,V1,NET,VI,
2124,V2,NET,VI,
2125,V1,NET,I,
2126,V2,NET,I,
2127,V1,NET,II,
2128,V2,NET,II,
2129,V1,NET,III,
2130,V2,NET,III,
2131,V1,NET,IV,
2132,V2,NET,IV,
2133,V1,NET,V,
2134,V2,NET,V,
2135,V1,NET,VI,
2136,V2,NET,VI,
2137,V1,NET,I,
2138,V2,NET,I,
2139,V1,NET,II,
2140,V2,NET,II,
2141,V1,NET,III,
2142,V2,NET,III,
2143,V1,NET,IV,
2144,V2,NET,IV,
2145,V1,NET,V,
2146,V2,NET,V,
2147,V1,NET,VI,
2148,V2,NET,VI,
2149,V1,NET,I,
2150,V2,NET,I,
2151,V1,NET,II,
2152,V2,NET,II,
2153,V1,NET,III,
2154,V2,NET,III,
2155,V1,NET,IV,
2156,V2,NET,IV,
2157,V1,NET,V,
2158,V2,NET,V,
2159,V1,NET,VI,
2160,V2,NET,VI,
2161,V1,NET,I,
2162,V2,NET,I,
2163,V1,NET,II,
2164,V2,NET,II,
2165,V1,NET,III,
2166,V2,NET,III,
2167,V1,NET,IV,
2168,V2,NET,IV,
2169,V1,NET,V,
2170,V2,NET,V,
2171,V1,NET,VI,
2172,V2,NET,VI,
2173,V1,NET,I,
2174,V2,NET,I,
2175,V1,NET,II,
2176,V2,NET,II,
2177,V1,NET,III,
2178,V2,NET,III,
2179,V1,NET,IV,
2180,V2,NET,IV,
2181,V1,NET,V,
2182,V2,NET,V,
2183,V1,NET,VI,
2184,V2,NET,VI,
2185,V1,NET,I,
2186,V2,NET,I,
2187,V1,NET,II,
2188,V2,NET,II,
2189,V1,NET,III,
2190,V2,NET,III,
2191,V1,NET,IV,
2192,V2,NET,IV,
2193,V1,NET,V,
2194,V2,NET,V,
2195,V1,NET,VI,
2196,V2,NET,VI,
2197,V1,NET,I,
2198,V2,NET,I,
2199,V1,NET,II,
2200,V2,NET,II,
2201,V1,NET,III,
2202,V2,NET,III,
2203,V1,NET,IV,
2204,V2,NET,IV,
2205,V1,NET,V,
2206,V2,NET,V,
2207,V1,NET,VI,
2208,V2,NET,VI,
2209,V1,NET,I,
2210,V2,NET,I,
2211,V1,NET,II,
2212,V2,NET,II,
2213,V1,NET,III,
2214,V2,NET,III,
2215,V1,NET,IV,
2216,V2,NET,IV,
2217,V1,NET,V,
2218,V2,NET,V,
2219,V1,NET,VI,
2220,V2,NET,VI,
2221,V1,NET,I,
2222,V2,NET,I,
2223,V1,NET,II,
2224,V2,NET,II,
2225,V1,NET,III,
2226,V2,NET,III,
2227,V1,NET,IV,
2228,V2,NET,IV,
2229,V1,NET,V,
2230,V2,NET,V,
2231,V1,NET,VI,
2232,V2,NET,VI,
2233,V1,NET,I,
2234,V2,NET,I,
2235,V1,NET,II,
2236,V2,NET,II,
2237,V1,NET,III,
2238,V2,NET,III,
2239,V1,NET,IV,
2240,V2,NET,IV,
2241,V1,NET,V,
2242,V2,NET,V,
2243,V1,NET,VI,
2244,V2,NET,VI,
2245,V1,NET,I,
2246,V2,NET,I,
2247,V1,NET,II,
2248,V2,NET,II,
2249,V1,NET,III,
2250,V2,NET,III,
2251,V1,NET,IV,
2252,V2,NET,IV,
2253,V1,NET,V,
2254,V2,NET,V,
2255,V1,NET,VI,
2256,V2,NET,VI,
2257,V1,NET,I,
2258,V2,NET,I,
2259,V1,NET,II,
2260,V2,NET,II,
2261,V1,NET,III,
2262,V2,NET,III,
2263,V1,NET,IV,
2264,V2,NET,IV,
2265,V1,NET,V,
2266,V2,NET,V,
2267,V1,NET,VI,
2268,V2,NET,VI,
2269,V1,NET,I,
2270,V2,NET,I,
2271,V1,NET,II,
2272,V2,NET,II,
2273,V1,NET,III,
2274,V2,NET,III,
2275,V1,NET,IV,
2276,V2,NET,IV,
2277,V1,NET,V,
2278,V2,NET,V,
2279,V1,NET,VI,
2280,V2,NET,VI,
2281,V1,NET,I,
2282,V2,NET,I,
2283,V1,NET,II,
2284,V2,NET,II,
2285,V1,NET,III,
2286,V2,NET,III,
2287,V1,NET,IV,
2288,V2,NET,IV,
2289,V1,NET,V,
2290,V2,NET,V,
2291,V1,NET,VI,
2292,V2,NET,VI,
2293,V1,NET,I,
2294,V2,NET,I,
2295,V1,NET,II,
2296,V2,NET,II,
2297,V1,NET,III,
2298,V2,NET,III,
2299,V1,NET,IV,
2300,V2,NET,IV,
2301,V1,NET,V,
2302,V2,NET,V,
2303,V1,NET,VI,
2304,V2,NET,VI,
2305,V1,NET,I,
2306,V2,NET,I,
2307,V1,NET,II,
2308,V2,NET,II,
2309,V1,NET,III,
2310,V2,NET,III,
2311,V1,NET,IV,
2312,V2,NET,IV,
2313,V1,NET,V,
2314,V2,NET,V,
2315,V1,NET,VI,
2316,V2,NET,VI,
2317,V1,NET,I,
2318,V2,NET,I,
2319,V1,NET,II,
2320,V2,NET,II,
2321,V1,NET,III,
2322,V2,NET,III,
2323,V1,NET,IV,
2324,V2,NET,IV,
2325,V1,NET,V,
2326,V2,NET,V,
2327,V1,NET,VI,
2328,V2,NET,VI,
2329,V1,NET,I,
2330,V2,NET,I,
2331,V1,NET,II,
2332,V2,NET,II,
2333,V1,NET,III,
2334,V2,NET,III,
2335,V1,NET,IV,
2336,V2,NET,IV,
2337,V1,NET,V,
2338,V2,NET,V,
2339,V1,NET,VI,
2340,V2,NET,VI,
2341,V1,NET,I,
2342,V2,NET,I,
2343,V1,NET,II,
2344,V2,NET,II,
2345,V1,NET,III,
2346,V2,NET,III,
2347,V1,NET,IV,
2348,V2,NET,IV,
